category,difficulty,question,option1,option2,option3,option4,answer
Безопасность (Security Testing),Сложный,[Безопасность (Security Testing)] Сложный — Вопрос 8,A вариант,B вариант,C вариант,D вариант,A вариант
Безопасность (Security Testing),Сложный,[Безопасность (Security Testing)] Сложный — Вопрос 9,A вариант,B вариант,C вариант,D вариант,D вариант
Безопасность (Security Testing),Сложный,[Безопасность (Security Testing)] Сложный — Вопрос 10,A вариант,B вариант,C вариант,D вариант,A вариант
Безопасность (Security Testing),Сложный,[Безопасность (Security Testing)] Сложный — Вопрос 11,A вариант,B вариант,C вариант,D вариант,B вариант
Безопасность (Security Testing),Сложный,[Безопасность (Security Testing)] Сложный — Вопрос 12,A вариант,B вариант,C вариант,D вариант,A вариант
Безопасность (Security Testing),Сложный,[Безопасность (Security Testing)] Сложный — Вопрос 13,A вариант,B вариант,C вариант,D вариант,D вариант
Безопасность (Security Testing),Сложный,[Безопасность (Security Testing)] Сложный — Вопрос 14,A вариант,B вариант,C вариант,D вариант,A вариант
Безопасность (Security Testing),Сложный,[Безопасность (Security Testing)] Сложный — Вопрос 15,A вариант,B вариант,C вариант,D вариант,D вариант
Безопасность (Security Testing),Сложный,[Безопасность (Security Testing)] Сложный — Вопрос 16,A вариант,B вариант,C вариант,D вариант,C вариант
Безопасность (Security Testing),Сложный,[Безопасность (Security Testing)] Сложный — Вопрос 17,A вариант,B вариант,C вариант,D вариант,C вариант
Безопасность (Security Testing),Сложный,[Безопасность (Security Testing)] Сложный — Вопрос 18,A вариант,B вариант,C вариант,D вариант,A вариант
Безопасность (Security Testing),Сложный,[Безопасность (Security Testing)] Сложный — Вопрос 19,A вариант,B вариант,C вариант,D вариант,B вариант
Безопасность (Security Testing),Сложный,[Безопасность (Security Testing)] Сложный — Вопрос 20,A вариант,B вариант,C вариант,D вариант,D вариант
Доступность и юзабилити,Лёгкий,[Доступность и юзабилити] Лёгкий — Вопрос 1,A вариант,B вариант,C вариант,D вариант,A вариант
Доступность и юзабилити,Лёгкий,[Доступность и юзабилити] Лёгкий — Вопрос 2,A вариант,B вариант,C вариант,D вариант,B вариант
Доступность и юзабилити,Лёгкий,[Доступность и юзабилити] Лёгкий — Вопрос 3,A вариант,B вариант,C вариант,D вариант,A вариант
Доступность и юзабилити,Лёгкий,[Доступность и юзабилити] Лёгкий — Вопрос 4,A вариант,B вариант,C вариант,D вариант,A вариант
Доступность и юзабилити,Лёгкий,[Доступность и юзабилити] Лёгкий — Вопрос 5,A вариант,B вариант,C вариант,D вариант,D вариант
Доступность и юзабилити,Лёгкий,[Доступность и юзабилити] Лёгкий — Вопрос 6,A вариант,B вариант,C вариант,D вариант,B вариант
Доступность и юзабилити,Лёгкий,[Доступность и юзабилити] Лёгкий — Вопрос 7,A вариант,B вариант,C вариант,D вариант,A вариант
Доступность и юзабилити,Лёгкий,[Доступность и юзабилити] Лёгкий — Вопрос 8,A вариант,B вариант,C вариант,D вариант,C вариант
Доступность и юзабилити,Лёгкий,[Доступность и юзабилити] Лёгкий — Вопрос 9,A вариант,B вариант,C вариант,D вариант,D вариант
Доступность и юзабилити,Лёгкий,[Доступность и юзабилити] Лёгкий — Вопрос 10,A вариант,B вариант,C вариант,D вариант,C вариант
Доступность и юзабилити,Лёгкий,[Доступность и юзабилити] Лёгкий — Вопрос 11,A вариант,B вариант,C вариант,D вариант,B вариант
Доступность и юзабилити,Лёгкий,[Доступность и юзабилити] Лёгкий — Вопрос 12,A вариант,B вариант,C вариант,D вариант,B вариант
Доступность и юзабилити,Лёгкий,[Доступность и юзабилити] Лёгкий — Вопрос 13,A вариант,B вариант,C вариант,D вариант,A вариант
Доступность и юзабилити,Лёгкий,[Доступность и юзабилити] Лёгкий — Вопрос 14,A вариант,B вариант,C вариант,D вариант,C вариант
Доступность и юзабилити,Лёгкий,[Доступность и юзабилити] Лёгкий — Вопрос 15,A вариант,B вариант,C вариант,D вариант,C вариант
Доступность и юзабилити,Лёгкий,[Доступность и юзабилити] Лёгкий — Вопрос 16,A вариант,B вариант,C вариант,D вариант,B вариант
Доступность и юзабилити,Лёгкий,[Доступность и юзабилити] Лёгкий — Вопрос 17,A вариант,B вариант,C вариант,D вариант,C вариант
Доступность и юзабилити,Лёгкий,[Доступность и юзабилити] Лёгкий — Вопрос 18,A вариант,B вариант,C вариант,D вариант,B вариант
Доступность и юзабилити,Лёгкий,[Доступность и юзабилити] Лёгкий — Вопрос 19,A вариант,B вариант,C вариант,D вариант,B вариант
Доступность и юзабилити,Лёгкий,[Доступность и юзабилити] Лёгкий — Вопрос 20,A вариант,B вариант,C вариант,D вариант,D вариант
Доступность и юзабилити,Средний,[Доступность и юзабилити] Средний — Вопрос 1,A вариант,B вариант,C вариант,D вариант,C вариант
Доступность и юзабилити,Средний,[Доступность и юзабилити] Средний — Вопрос 2,A вариант,B вариант,C вариант,D вариант,C вариант
Доступность и юзабилити,Средний,[Доступность и юзабилити] Средний — Вопрос 3,A вариант,B вариант,C вариант,D вариант,C вариант
Доступность и юзабилити,Средний,[Доступность и юзабилити] Средний — Вопрос 4,A вариант,B вариант,C вариант,D вариант,D вариант
Доступность и юзабилити,Средний,[Доступность и юзабилити] Средний — Вопрос 5,A вариант,B вариант,C вариант,D вариант,A вариант
Доступность и юзабилити,Средний,[Доступность и юзабилити] Средний — Вопрос 6,A вариант,B вариант,C вариант,D вариант,A вариант
Доступность и юзабилити,Средний,[Доступность и юзабилити] Средний — Вопрос 7,A вариант,B вариант,C вариант,D вариант,D вариант
Доступность и юзабилити,Средний,[Доступность и юзабилити] Средний — Вопрос 8,A вариант,B вариант,C вариант,D вариант,A вариант
Доступность и юзабилити,Средний,[Доступность и юзабилити] Средний — Вопрос 9,A вариант,B вариант,C вариант,D вариант,B вариант
Доступность и юзабилити,Средний,[Доступность и юзабилити] Средний — Вопрос 10,A вариант,B вариант,C вариант,D вариант,D вариант
Доступность и юзабилити,Средний,[Доступность и юзабилити] Средний — Вопрос 11,A вариант,B вариант,C вариант,D вариант,D вариант
Доступность и юзабилити,Средний,[Доступность и юзабилити] Средний — Вопрос 12,A вариант,B вариант,C вариант,D вариант,A вариант
Доступность и юзабилити,Средний,[Доступность и юзабилити] Средний — Вопрос 13,A вариант,B вариант,C вариант,D вариант,D вариант
Доступность и юзабилити,Средний,[Доступность и юзабилити] Средний — Вопрос 14,A вариант,B вариант,C вариант,D вариант,B вариант
Доступность и юзабилити,Средний,[Доступность и юзабилити] Средний — Вопрос 15,A вариант,B вариант,C вариант,D вариант,C вариант
Доступность и юзабилити,Средний,[Доступность и юзабилити] Средний — Вопрос 16,A вариант,B вариант,C вариант,D вариант,C вариант
Доступность и юзабилити,Средний,[Доступность и юзабилити] Средний — Вопрос 17,A вариант,B вариант,C вариант,D вариант,B вариант
Доступность и юзабилити,Средний,[Доступность и юзабилити] Средний — Вопрос 18,A вариант,B вариант,C вариант,D вариант,C вариант
Доступность и юзабилити,Средний,[Доступность и юзабилити] Средний — Вопрос 19,A вариант,B вариант,C вариант,D вариант,B вариант
Доступность и юзабилити,Средний,[Доступность и юзабилити] Средний — Вопрос 20,A вариант,B вариант,C вариант,D вариант,D вариант
Доступность и юзабилити,Сложный,[Доступность и юзабилити] Сложный — Вопрос 1,A вариант,B вариант,C вариант,D вариант,C вариант
Доступность и юзабилити,Сложный,[Доступность и юзабилити] Сложный — Вопрос 2,A вариант,B вариант,C вариант,D вариант,B вариант
Доступность и юзабилити,Сложный,[Доступность и юзабилити] Сложный — Вопрос 3,A вариант,B вариант,C вариант,D вариант,D вариант
Доступность и юзабилити,Сложный,[Доступность и юзабилити] Сложный — Вопрос 4,A вариант,B вариант,C вариант,D вариант,B вариант
Доступность и юзабилити,Сложный,[Доступность и юзабилити] Сложный — Вопрос 5,A вариант,B вариант,C вариант,D вариант,A вариант
Доступность и юзабилити,Сложный,[Доступность и юзабилити] Сложный — Вопрос 6,A вариант,B вариант,C вариант,D вариант,B вариант
Доступность и юзабилити,Сложный,[Доступность и юзабилити] Сложный — Вопрос 7,A вариант,B вариант,C вариант,D вариант,A вариант
Доступность и юзабилити,Сложный,[Доступность и юзабилити] Сложный — Вопрос 8,A вариант,B вариант,C вариант,D вариант,B вариант
Доступность и юзабилити,Сложный,[Доступность и юзабилити] Сложный — Вопрос 9,A вариант,B вариант,C вариант,D вариант,A вариант
Доступность и юзабилити,Сложный,[Доступность и юзабилити] Сложный — Вопрос 10,A вариант,B вариант,C вариант,D вариант,C вариант
Доступность и юзабилити,Сложный,[Доступность и юзабилити] Сложный — Вопрос 11,A вариант,B вариант,C вариант,D вариант,D вариант
Доступность и юзабилити,Сложный,[Доступность и юзабилити] Сложный — Вопрос 12,A вариант,B вариант,C вариант,D вариант,C вариант
Доступность и юзабилити,Сложный,[Доступность и юзабилити] Сложный — Вопрос 13,A вариант,B вариант,C вариант,D вариант,D вариант
Доступность и юзабилити,Сложный,[Доступность и юзабилити] Сложный — Вопрос 14,A вариант,B вариант,C вариант,D вариант,D вариант
Доступность и юзабилити,Сложный,[Доступность и юзабилити] Сложный — Вопрос 15,A вариант,B вариант,C вариант,D вариант,C вариант
Доступность и юзабилити,Сложный,[Доступность и юзабилити] Сложный — Вопрос 16,A вариант,B вариант,C вариант,D вариант,A вариант
Доступность и юзабилити,Сложный,[Доступность и юзабилити] Сложный — Вопрос 17,A вариант,B вариант,C вариант,D вариант,B вариант
Доступность и юзабилити,Сложный,[Доступность и юзабилити] Сложный — Вопрос 18,A вариант,B вариант,C вариант,D вариант,C вариант
Доступность и юзабилити,Сложный,[Доступность и юзабилити] Сложный — Вопрос 19,A вариант,B вариант,C вариант,D вариант,A вариант
Доступность и юзабилити,Сложный,[Доступность и юзабилити] Сложный — Вопрос 20,A вариант,B вариант,C вариант,D вариант,B вариант
Мобильное тестирование,Лёгкий,[Мобильное тестирование] Лёгкий — Вопрос 1,A вариант,B вариант,C вариант,D вариант,C вариант
Мобильное тестирование,Лёгкий,[Мобильное тестирование] Лёгкий — Вопрос 2,A вариант,B вариант,C вариант,D вариант,C вариант
Мобильное тестирование,Лёгкий,[Мобильное тестирование] Лёгкий — Вопрос 3,A вариант,B вариант,C вариант,D вариант,D вариант
Мобильное тестирование,Лёгкий,[Мобильное тестирование] Лёгкий — Вопрос 4,A вариант,B вариант,C вариант,D вариант,B вариант
Мобильное тестирование,Лёгкий,[Мобильное тестирование] Лёгкий — Вопрос 5,A вариант,B вариант,C вариант,D вариант,D вариант
Мобильное тестирование,Лёгкий,[Мобильное тестирование] Лёгкий — Вопрос 6,A вариант,B вариант,C вариант,D вариант,C вариант
Мобильное тестирование,Лёгкий,[Мобильное тестирование] Лёгкий — Вопрос 7,A вариант,B вариант,C вариант,D вариант,A вариант
Мобильное тестирование,Лёгкий,[Мобильное тестирование] Лёгкий — Вопрос 8,A вариант,B вариант,C вариант,D вариант,C вариант
Мобильное тестирование,Лёгкий,[Мобильное тестирование] Лёгкий — Вопрос 9,A вариант,B вариант,C вариант,D вариант,D вариант
Мобильное тестирование,Лёгкий,[Мобильное тестирование] Лёгкий — Вопрос 10,A вариант,B вариант,C вариант,D вариант,D вариант
Мобильное тестирование,Лёгкий,[Мобильное тестирование] Лёгкий — Вопрос 11,A вариант,B вариант,C вариант,D вариант,B вариант
Мобильное тестирование,Лёгкий,[Мобильное тестирование] Лёгкий — Вопрос 12,A вариант,B вариант,C вариант,D вариант,C вариант
Мобильное тестирование,Лёгкий,[Мобильное тестирование] Лёгкий — Вопрос 13,A вариант,B вариант,C вариант,D вариант,B вариант
Мобильное тестирование,Лёгкий,[Мобильное тестирование] Лёгкий — Вопрос 14,A вариант,B вариант,C вариант,D вариант,B вариант
Мобильное тестирование,Лёгкий,[Мобильное тестирование] Лёгкий — Вопрос 15,A вариант,B вариант,C вариант,D вариант,C вариант
Мобильное тестирование,Лёгкий,[Мобильное тестирование] Лёгкий — Вопрос 16,A вариант,B вариант,C вариант,D вариант,A вариант
Мобильное тестирование,Лёгкий,[Мобильное тестирование] Лёгкий — Вопрос 17,A вариант,B вариант,C вариант,D вариант,B вариант
Мобильное тестирование,Лёгкий,[Мобильное тестирование] Лёгкий — Вопрос 18,A вариант,B вариант,C вариант,D вариант,C вариант
Мобильное тестирование,Лёгкий,[Мобильное тестирование] Лёгкий — Вопрос 19,A вариант,B вариант,C вариант,D вариант,C вариант
Мобильное тестирование,Лёгкий,[Мобильное тестирование] Лёгкий — Вопрос 20,A вариант,B вариант,C вариант,D вариант,A вариант
Мобильное тестирование,Средний,[Мобильное тестирование] Средний — Вопрос 1,A вариант,B вариант,C вариант,D вариант,B вариант
Мобильное тестирование,Средний,[Мобильное тестирование] Средний — Вопрос 2,A вариант,B вариант,C вариант,D вариант,C вариант
Мобильное тестирование,Средний,[Мобильное тестирование] Средний — Вопрос 3,A вариант,B вариант,C вариант,D вариант,A вариант
Мобильное тестирование,Средний,[Мобильное тестирование] Средний — Вопрос 4,A вариант,B вариант,C вариант,D вариант,C вариант
Мобильное тестирование,Средний,[Мобильное тестирование] Средний — Вопрос 5,A вариант,B вариант,C вариант,D вариант,B вариант
Мобильное тестирование,Средний,[Мобильное тестирование] Средний — Вопрос 6,A вариант,B вариант,C вариант,D вариант,B вариант
Мобильное тестирование,Средний,[Мобильное тестирование] Средний — Вопрос 7,A вариант,B вариант,C вариант,D вариант,D вариант
Мобильное тестирование,Средний,[Мобильное тестирование] Средний — Вопрос 8,A вариант,B вариант,C вариант,D вариант,C вариант
Мобильное тестирование,Средний,[Мобильное тестирование] Средний — Вопрос 9,A вариант,B вариант,C вариант,D вариант,B вариант
Мобильное тестирование,Средний,[Мобильное тестирование] Средний — Вопрос 10,A вариант,B вариант,C вариант,D вариант,B вариант
Мобильное тестирование,Средний,[Мобильное тестирование] Средний — Вопрос 11,A вариант,B вариант,C вариант,D вариант,B вариант
Мобильное тестирование,Средний,[Мобильное тестирование] Средний — Вопрос 12,A вариант,B вариант,C вариант,D вариант,A вариант
Мобильное тестирование,Средний,[Мобильное тестирование] Средний — Вопрос 13,A вариант,B вариант,C вариант,D вариант,B вариант
Мобильное тестирование,Средний,[Мобильное тестирование] Средний — Вопрос 14,A вариант,B вариант,C вариант,D вариант,C вариант
Мобильное тестирование,Средний,[Мобильное тестирование] Средний — Вопрос 15,A вариант,B вариант,C вариант,D вариант,B вариант
Мобильное тестирование,Средний,[Мобильное тестирование] Средний — Вопрос 16,A вариант,B вариант,C вариант,D вариант,C вариант
Мобильное тестирование,Средний,[Мобильное тестирование] Средний — Вопрос 17,A вариант,B вариант,C вариант,D вариант,B вариант
Мобильное тестирование,Средний,[Мобильное тестирование] Средний — Вопрос 18,A вариант,B вариант,C вариант,D вариант,B вариант
Мобильное тестирование,Средний,[Мобильное тестирование] Средний — Вопрос 19,A вариант,B вариант,C вариант,D вариант,D вариант
Мобильное тестирование,Средний,[Мобильное тестирование] Средний — Вопрос 20,A вариант,B вариант,C вариант,D вариант,C вариант
Мобильное тестирование,Сложный,[Мобильное тестирование] Сложный — Вопрос 1,A вариант,B вариант,C вариант,D вариант,A вариант
Мобильное тестирование,Сложный,[Мобильное тестирование] Сложный — Вопрос 2,A вариант,B вариант,C вариант,D вариант,A вариант
Мобильное тестирование,Сложный,[Мобильное тестирование] Сложный — Вопрос 3,A вариант,B вариант,C вариант,D вариант,A вариант
Мобильное тестирование,Сложный,[Мобильное тестирование] Сложный — Вопрос 4,A вариант,B вариант,C вариант,D вариант,D вариант
Мобильное тестирование,Сложный,[Мобильное тестирование] Сложный — Вопрос 5,A вариант,B вариант,C вариант,D вариант,C вариант
Мобильное тестирование,Сложный,[Мобильное тестирование] Сложный — Вопрос 6,A вариант,B вариант,C вариант,D вариант,B вариант
Мобильное тестирование,Сложный,[Мобильное тестирование] Сложный — Вопрос 7,A вариант,B вариант,C вариант,D вариант,C вариант
Мобильное тестирование,Сложный,[Мобильное тестирование] Сложный — Вопрос 8,A вариант,B вариант,C вариант,D вариант,A вариант
Мобильное тестирование,Сложный,[Мобильное тестирование] Сложный — Вопрос 9,A вариант,B вариант,C вариант,D вариант,A вариант
Мобильное тестирование,Сложный,[Мобильное тестирование] Сложный — Вопрос 10,A вариант,B вариант,C вариант,D вариант,C вариант
Мобильное тестирование,Сложный,[Мобильное тестирование] Сложный — Вопрос 11,A вариант,B вариант,C вариант,D вариант,B вариант
Мобильное тестирование,Сложный,[Мобильное тестирование] Сложный — Вопрос 12,A вариант,B вариант,C вариант,D вариант,D вариант
Мобильное тестирование,Сложный,[Мобильное тестирование] Сложный — Вопрос 13,A вариант,B вариант,C вариант,D вариант,A вариант
Мобильное тестирование,Сложный,[Мобильное тестирование] Сложный — Вопрос 14,A вариант,B вариант,C вариант,D вариант,D вариант
Мобильное тестирование,Сложный,[Мобильное тестирование] Сложный — Вопрос 15,A вариант,B вариант,C вариант,D вариант,A вариант
Мобильное тестирование,Сложный,[Мобильное тестирование] Сложный — Вопрос 16,A вариант,B вариант,C вариант,D вариант,C вариант
Мобильное тестирование,Сложный,[Мобильное тестирование] Сложный — Вопрос 17,A вариант,B вариант,C вариант,D вариант,C вариант
Мобильное тестирование,Сложный,[Мобильное тестирование] Сложный — Вопрос 18,A вариант,B вариант,C вариант,D вариант,C вариант
Мобильное тестирование,Сложный,[Мобильное тестирование] Сложный — Вопрос 19,A вариант,B вариант,C вариант,D вариант,B вариант
Мобильное тестирование,Сложный,[Мобильное тестирование] Сложный — Вопрос 20,A вариант,B вариант,C вариант,D вариант,B вариант
Совместимость (Compatibility),Лёгкий,[Совместимость (Compatibility)] Лёгкий — Вопрос 1,A вариант,B вариант,C вариант,D вариант,B вариант
Совместимость (Compatibility),Лёгкий,[Совместимость (Compatibility)] Лёгкий — Вопрос 2,A вариант,B вариант,C вариант,D вариант,C вариант
Совместимость (Compatibility),Лёгкий,[Совместимость (Compatibility)] Лёгкий — Вопрос 3,A вариант,B вариант,C вариант,D вариант,D вариант
Совместимость (Compatibility),Лёгкий,[Совместимость (Compatibility)] Лёгкий — Вопрос 4,A вариант,B вариант,C вариант,D вариант,D вариант
Совместимость (Compatibility),Лёгкий,[Совместимость (Compatibility)] Лёгкий — Вопрос 5,A вариант,B вариант,C вариант,D вариант,A вариант
Совместимость (Compatibility),Лёгкий,[Совместимость (Compatibility)] Лёгкий — Вопрос 6,A вариант,B вариант,C вариант,D вариант,A вариант
Совместимость (Compatibility),Лёгкий,[Совместимость (Compatibility)] Лёгкий — Вопрос 7,A вариант,B вариант,C вариант,D вариант,D вариант
Совместимость (Compatibility),Лёгкий,[Совместимость (Compatibility)] Лёгкий — Вопрос 8,A вариант,B вариант,C вариант,D вариант,D вариант
Совместимость (Compatibility),Лёгкий,[Совместимость (Compatibility)] Лёгкий — Вопрос 9,A вариант,B вариант,C вариант,D вариант,D вариант
Совместимость (Compatibility),Лёгкий,[Совместимость (Compatibility)] Лёгкий — Вопрос 10,A вариант,B вариант,C вариант,D вариант,A вариант
Совместимость (Compatibility),Лёгкий,[Совместимость (Compatibility)] Лёгкий — Вопрос 11,A вариант,B вариант,C вариант,D вариант,D вариант
Совместимость (Compatibility),Лёгкий,[Совместимость (Compatibility)] Лёгкий — Вопрос 12,A вариант,B вариант,C вариант,D вариант,A вариант
Совместимость (Compatibility),Лёгкий,[Совместимость (Compatibility)] Лёгкий — Вопрос 13,A вариант,B вариант,C вариант,D вариант,B вариант
Совместимость (Compatibility),Лёгкий,[Совместимость (Compatibility)] Лёгкий — Вопрос 14,A вариант,B вариант,C вариант,D вариант,A вариант
Совместимость (Compatibility),Лёгкий,[Совместимость (Compatibility)] Лёгкий — Вопрос 15,A вариант,B вариант,C вариант,D вариант,B вариант
Совместимость (Compatibility),Лёгкий,[Совместимость (Compatibility)] Лёгкий — Вопрос 16,A вариант,B вариант,C вариант,D вариант,C вариант
Совместимость (Compatibility),Лёгкий,[Совместимость (Compatibility)] Лёгкий — Вопрос 17,A вариант,B вариант,C вариант,D вариант,C вариант
Совместимость (Compatibility),Лёгкий,[Совместимость (Compatibility)] Лёгкий — Вопрос 18,A вариант,B вариант,C вариант,D вариант,B вариант
Совместимость (Compatibility),Лёгкий,[Совместимость (Compatibility)] Лёгкий — Вопрос 19,A вариант,B вариант,C вариант,D вариант,D вариант
Совместимость (Compatibility),Лёгкий,[Совместимость (Compatibility)] Лёгкий — Вопрос 20,A вариант,B вариант,C вариант,D вариант,B вариант
Совместимость (Compatibility),Средний,[Совместимость (Compatibility)] Средний — Вопрос 1,A вариант,B вариант,C вариант,D вариант,A вариант
Совместимость (Compatibility),Средний,[Совместимость (Compatibility)] Средний — Вопрос 2,A вариант,B вариант,C вариант,D вариант,A вариант
Совместимость (Compatibility),Средний,[Совместимость (Compatibility)] Средний — Вопрос 3,A вариант,B вариант,C вариант,D вариант,A вариант
Совместимость (Compatibility),Средний,[Совместимость (Compatibility)] Средний — Вопрос 4,A вариант,B вариант,C вариант,D вариант,D вариант
Совместимость (Compatibility),Средний,[Совместимость (Compatibility)] Средний — Вопрос 5,A вариант,B вариант,C вариант,D вариант,A вариант
Совместимость (Compatibility),Средний,[Совместимость (Compatibility)] Средний — Вопрос 6,A вариант,B вариант,C вариант,D вариант,A вариант
Совместимость (Compatibility),Средний,[Совместимость (Compatibility)] Средний — Вопрос 7,A вариант,B вариант,C вариант,D вариант,B вариант
Совместимость (Compatibility),Средний,[Совместимость (Compatibility)] Средний — Вопрос 8,A вариант,B вариант,C вариант,D вариант,C вариант
Совместимость (Compatibility),Средний,[Совместимость (Compatibility)] Средний — Вопрос 9,A вариант,B вариант,C вариант,D вариант,B вариант
Совместимость (Compatibility),Средний,[Совместимость (Compatibility)] Средний — Вопрос 10,A вариант,B вариант,C вариант,D вариант,B вариант
Совместимость (Compatibility),Средний,[Совместимость (Compatibility)] Средний — Вопрос 11,A вариант,B вариант,C вариант,D вариант,D вариант
Совместимость (Compatibility),Средний,[Совместимость (Compatibility)] Средний — Вопрос 12,A вариант,B вариант,C вариант,D вариант,A вариант
Совместимость (Compatibility),Средний,[Совместимость (Compatibility)] Средний — Вопрос 13,A вариант,B вариант,C вариант,D вариант,B вариант
Совместимость (Compatibility),Средний,[Совместимость (Compatibility)] Средний — Вопрос 14,A вариант,B вариант,C вариант,D вариант,C вариант
Совместимость (Compatibility),Средний,[Совместимость (Compatibility)] Средний — Вопрос 15,A вариант,B вариант,C вариант,D вариант,A вариант
Совместимость (Compatibility),Средний,[Совместимость (Compatibility)] Средний — Вопрос 16,A вариант,B вариант,C вариант,D вариант,B вариант
Совместимость (Compatibility),Средний,[Совместимость (Compatibility)] Средний — Вопрос 17,A вариант,B вариант,C вариант,D вариант,C вариант
Совместимость (Compatibility),Средний,[Совместимость (Compatibility)] Средний — Вопрос 18,A вариант,B вариант,C вариант,D вариант,A вариант
Совместимость (Compatibility),Средний,[Совместимость (Compatibility)] Средний — Вопрос 19,A вариант,B вариант,C вариант,D вариант,C вариант
Совместимость (Compatibility),Средний,[Совместимость (Compatibility)] Средний — Вопрос 20,A вариант,B вариант,C вариант,D вариант,A вариант
Совместимость (Compatibility),Сложный,[Совместимость (Compatibility)] Сложный — Вопрос 1,A вариант,B вариант,C вариант,D вариант,C вариант
Совместимость (Compatibility),Сложный,[Совместимость (Compatibility)] Сложный — Вопрос 2,A вариант,B вариант,C вариант,D вариант,A вариант
Совместимость (Compatibility),Сложный,[Совместимость (Compatibility)] Сложный — Вопрос 3,A вариант,B вариант,C вариант,D вариант,D вариант
Совместимость (Compatibility),Сложный,[Совместимость (Compatibility)] Сложный — Вопрос 4,A вариант,B вариант,C вариант,D вариант,A вариант
Совместимость (Compatibility),Сложный,[Совместимость (Compatibility)] Сложный — Вопрос 5,A вариант,B вариант,C вариант,D вариант,C вариант
Совместимость (Compatibility),Сложный,[Совместимость (Compatibility)] Сложный — Вопрос 6,A вариант,B вариант,C вариант,D вариант,B вариант
Совместимость (Compatibility),Сложный,[Совместимость (Compatibility)] Сложный — Вопрос 7,A вариант,B вариант,C вариант,D вариант,C вариант
Совместимость (Compatibility),Сложный,[Совместимость (Compatibility)] Сложный — Вопрос 8,A вариант,B вариант,C вариант,D вариант,C вариант
Совместимость (Compatibility),Сложный,[Совместимость (Compatibility)] Сложный — Вопрос 9,A вариант,B вариант,C вариант,D вариант,B вариант
Совместимость (Compatibility),Сложный,[Совместимость (Compatibility)] Сложный — Вопрос 10,A вариант,B вариант,C вариант,D вариант,C вариант
Совместимость (Compatibility),Сложный,[Совместимость (Compatibility)] Сложный — Вопрос 11,A вариант,B вариант,C вариант,D вариант,D вариант
Совместимость (Compatibility),Сложный,[Совместимость (Compatibility)] Сложный — Вопрос 12,A вариант,B вариант,C вариант,D вариант,B вариант
Совместимость (Compatibility),Сложный,[Совместимость (Compatibility)] Сложный — Вопрос 13,A вариант,B вариант,C вариант,D вариант,A вариант
Совместимость (Compatibility),Сложный,[Совместимость (Compatibility)] Сложный — Вопрос 14,A вариант,B вариант,C вариант,D вариант,B вариант
Совместимость (Compatibility),Сложный,[Совместимость (Compatibility)] Сложный — Вопрос 15,A вариант,B вариант,C вариант,D вариант,D вариант
Совместимость (Compatibility),Сложный,[Совместимость (Compatibility)] Сложный — Вопрос 16,A вариант,B вариант,C вариант,D вариант,B вариант
Совместимость (Compatibility),Сложный,[Совместимость (Compatibility)] Сложный — Вопрос 17,A вариант,B вариант,C вариант,D вариант,C вариант
Совместимость (Compatibility),Сложный,[Совместимость (Compatibility)] Сложный — Вопрос 18,A вариант,B вариант,C вариант,D вариант,C вариант
Совместимость (Compatibility),Сложный,[Совместимость (Compatibility)] Сложный — Вопрос 19,A вариант,B вариант,C вариант,D вариант,C вариант
Совместимость (Compatibility),Сложный,[Совместимость (Compatibility)] Сложный — Вопрос 20,A вариант,B вариант,C вариант,D вариант,D вариант
Процессы и стандарты,Лёгкий,[Процессы и стандарты] Лёгкий — Вопрос 1,A вариант,B вариант,C вариант,D вариант,B вариант
Процессы и стандарты,Лёгкий,[Процессы и стандарты] Лёгкий — Вопрос 2,A вариант,B вариант,C вариант,D вариант,A вариант
Процессы и стандарты,Лёгкий,[Процессы и стандарты] Лёгкий — Вопрос 3,A вариант,B вариант,C вариант,D вариант,A вариант
Процессы и стандарты,Лёгкий,[Процессы и стандарты] Лёгкий — Вопрос 4,A вариант,B вариант,C вариант,D вариант,A вариант
Процессы и стандарты,Лёгкий,[Процессы и стандарты] Лёгкий — Вопрос 5,A вариант,B вариант,C вариант,D вариант,B вариант
Процессы и стандарты,Лёгкий,[Процессы и стандарты] Лёгкий — Вопрос 6,A вариант,B вариант,C вариант,D вариант,C вариант
Процессы и стандарты,Лёгкий,[Процессы и стандарты] Лёгкий — Вопрос 7,A вариант,B вариант,C вариант,D вариант,D вариант
Процессы и стандарты,Лёгкий,[Процессы и стандарты] Лёгкий — Вопрос 8,A вариант,B вариант,C вариант,D вариант,B вариант
Процессы и стандарты,Лёгкий,[Процессы и стандарты] Лёгкий — Вопрос 9,A вариант,B вариант,C вариант,D вариант,B вариант
Процессы и стандарты,Лёгкий,[Процессы и стандарты] Лёгкий — Вопрос 10,A вариант,B вариант,C вариант,D вариант,D вариант
Процессы и стандарты,Лёгкий,[Процессы и стандарты] Лёгкий — Вопрос 11,A вариант,B вариант,C вариант,D вариант,D вариант
Процессы и стандарты,Лёгкий,[Процессы и стандарты] Лёгкий — Вопрос 12,A вариант,B вариант,C вариант,D вариант,A вариант
Процессы и стандарты,Лёгкий,[Процессы и стандарты] Лёгкий — Вопрос 13,A вариант,B вариант,C вариант,D вариант,D вариант
Процессы и стандарты,Лёгкий,[Процессы и стандарты] Лёгкий — Вопрос 14,A вариант,B вариант,C вариант,D вариант,D вариант
